# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|40|109|1037|12103|6|7|003|089|20260102|00:00|0.872||||||||||||||.00625|
RD|I|40|109|1037|12103|6|7|003|089|20260108|00:00|0.325||||||||||||||.00629|
RD|I|40|109|1037|12103|6|7|003|089|20260114|00:00|0.161||||||||||||||.00601|
RD|I|40|109|1037|12103|6|7|003|089|20260121|00:00|0.326||||||||||||||.00608|
RD|I|40|109|1037|12103|6|7|003|089|20260126|00:00|0.294||||||||||||||.00556|
RD|I|40|109|1037|12103|6|7|003|089|20260201|00:00|0.365||||||||||||||.00599|
RD|I|40|109|1037|12103|6|7|003|089|20260207|00:00|0.372||||||||||||||.00616|
RD|I|40|109|1037|12103|6|7|003|089|20260213|00:00|0.765||||||||||||||.00616|
RD|I|40|109|1037|12103|6|7|003|089|20260219|00:00|0.434||||||||||||||.00624|
RD|I|40|109|1037|12103|6|7|003|089|20260225|00:00|0.485||||||||||||||.00628|
RD|I|40|109|1037|12103|6|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12103|6|7|003|089|20260309|00:00|0.386||||||||||||||.00638|
RD|I|40|109|1037|12103|6|7|003|089|20260315|00:00|0.583||||QX|LJ|||||||||.00527|
RD|I|40|109|1037|12103|6|7|003|089|20260321|00:00|0.586||||||||||||||.00941|
RD|I|40|109|1037|12103|6|7|003|089|20260327|00:00|0.386||||||||||||||.00823|
RD|I|40|109|1037|12103|7|7|003|089|20260102|00:00|0.916||||||||||||||.00643|
RD|I|40|109|1037|12103|7|7|003|089|20260108|00:00|0.338||||||||||||||.00649|
RD|I|40|109|1037|12103|7|7|003|089|20260114|00:00|0.158||||||||||||||.00615|
RD|I|40|109|1037|12103|7|7|003|089|20260121|00:00|0.358||||||||||||||.00608|
RD|I|40|109|1037|12103|7|7|003|089|20260126|00:00|0.309||||||||||||||.0057|
RD|I|40|109|1037|12103|7|7|003|089|20260131|00:00||AF||||||||||||||
RD|I|40|109|1037|12103|7|7|003|089|20260201|00:00|0.350||||||||||||||.00601|
RD|I|40|109|1037|12103|7|7|003|089|20260207|00:00|0.402||||||||||||||.0062|
RD|I|40|109|1037|12103|7|7|003|089|20260213|00:00|0.812||||||||||||||.00637|
RD|I|40|109|1037|12103|7|7|003|089|20260219|00:00|0.418||||||||||||||.00639|
RD|I|40|109|1037|12103|7|7|003|089|20260225|00:00|0.501||||||||||||||.00644|
RD|I|40|109|1037|12103|7|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12103|7|7|003|089|20260309|00:00|0.352||||||||||||||.0064|
RD|I|40|109|1037|12103|7|7|003|089|20260315|00:00|0.886||||QX|LJ|||||||||.00624|
RD|I|40|109|1037|12103|7|7|003|089|20260321|00:00|0.581||||||||||||||.00645|
RD|I|40|109|1037|12103|7|7|003|089|20260327|00:00|0.381||||||||||||||.00606|
RD|I|40|109|1037|12105|6|7|003|089|20260102|00:00|0.0127||||||||||||||.0013|
RD|I|40|109|1037|12105|6|7|003|089|20260108|00:00|0.00819||||||||||||||.00131|
RD|I|40|109|1037|12105|6|7|003|089|20260114|00:00|0.00877||||||||||||||.00125|
RD|I|40|109|1037|12105|6|7|003|089|20260121|00:00|0.0176||||||||||||||.00126|
RD|I|40|109|1037|12105|6|7|003|089|20260126|00:00|0.00415||||||||||||||.00116|
RD|I|40|109|1037|12105|6|7|003|089|20260201|00:00|0.00506||||||||||||||.00124|
RD|I|40|109|1037|12105|6|7|003|089|20260207|00:00|0.00938||||||||||||||.00128|
RD|I|40|109|1037|12105|6|7|003|089|20260213|00:00|0.0221||||||||||||||.00128|
RD|I|40|109|1037|12105|6|7|003|089|20260219|00:00|0.0589||||||||||||||.0013|
RD|I|40|109|1037|12105|6|7|003|089|20260225|00:00|0.0270||||||||||||||.00131|
RD|I|40|109|1037|12105|6|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12105|6|7|003|089|20260309|00:00|0.0165||||||||||||||.00133|
RD|I|40|109|1037|12105|6|7|003|089|20260315|00:00|0.0708||||QX|LJ|||||||||.00109|
RD|I|40|109|1037|12105|6|7|003|089|20260321|00:00|0.0295||||||||||||||.00196|
RD|I|40|109|1037|12105|6|7|003|089|20260327|00:00|0.0231||||||||||||||.00171|
RD|I|40|109|1037|12105|7|7|003|089|20260102|00:00|0.0154||||||||||||||.00134|
RD|I|40|109|1037|12105|7|7|003|089|20260108|00:00|0.00789||||||||||||||.00135|
RD|I|40|109|1037|12105|7|7|003|089|20260114|00:00|0.00924||||||||||||||.00128|
RD|I|40|109|1037|12105|7|7|003|089|20260121|00:00|0.0181||||||||||||||.00126|
RD|I|40|109|1037|12105|7|7|003|089|20260126|00:00|0.00344||||SQ||||||||||.00118|
RD|I|40|109|1037|12105|7|7|003|089|20260131|00:00||AF||||||||||||||
RD|I|40|109|1037|12105|7|7|003|089|20260201|00:00|0.00475||||||||||||||.00125|
RD|I|40|109|1037|12105|7|7|003|089|20260207|00:00|0.00953||||||||||||||.00129|
RD|I|40|109|1037|12105|7|7|003|089|20260213|00:00|0.0237||||||||||||||.00132|
RD|I|40|109|1037|12105|7|7|003|089|20260219|00:00|0.0577||||||||||||||.00133|
RD|I|40|109|1037|12105|7|7|003|089|20260225|00:00|0.0267||||||||||||||.00134|
RD|I|40|109|1037|12105|7|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12105|7|7|003|089|20260309|00:00|0.0147||||||||||||||.00133|
RD|I|40|109|1037|12105|7|7|003|089|20260315|00:00|0.110||||QX|LJ|||||||||.0013|
RD|I|40|109|1037|12105|7|7|003|089|20260321|00:00|0.0250||||||||||||||.00134|
RD|I|40|109|1037|12105|7|7|003|089|20260327|00:00|0.0242||||||||||||||.00126|
RD|I|40|109|1037|12110|6|7|003|089|20260102|00:00|0.150||||FB||||||||||.00361|
RD|I|40|109|1037|12110|6|7|003|089|20260108|00:00|0.0657||||QX|LJ|FB||||||||.00364|
RD|I|40|109|1037|12110|6|7|003|089|20260114|00:00|0.0517||||QX|LJ|FB||||||||.00348|
RD|I|40|109|1037|12110|6|7|003|089|20260121|00:00|0.0847||||QX|LJ|FB||||||||.00351|
RD|I|40|109|1037|12110|6|7|003|089|20260126|00:00|0.379||||QX|LJ|FB||||||||.00322|
RD|I|40|109|1037|12110|6|7|003|089|20260201|00:00|0.0674||||FB||||||||||.00346|
RD|I|40|109|1037|12110|6|7|003|089|20260207|00:00|0.0977||||FB||||||||||.00357|
RD|I|40|109|1037|12110|6|7|003|089|20260213|00:00|0.162||||FB||||||||||.00356|
RD|I|40|109|1037|12110|6|7|003|089|20260219|00:00|0.0824||||QX|LJ|FB||||||||.00361|
RD|I|40|109|1037|12110|6|7|003|089|20260225|00:00|0.135||||||||||||||.00364|
RD|I|40|109|1037|12110|6|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12110|6|7|003|089|20260309|00:00|0.165||||QX|LJ|||||||||.00369|
RD|I|40|109|1037|12110|6|7|003|089|20260315|00:00|0.198||||QX|LJ|||||||||.00305|
RD|I|40|109|1037|12110|6|7|003|089|20260321|00:00|0.179||||||||||||||.00544|
RD|I|40|109|1037|12110|6|7|003|089|20260327|00:00|0.144||||||||||||||.00476|
RD|I|40|109|1037|12110|7|7|003|089|20260102|00:00|0.160||||||||||||||.00372|
RD|I|40|109|1037|12110|7|7|003|089|20260108|00:00|0.0898||||QX|LJ|||||||||.00376|
RD|I|40|109|1037|12110|7|7|003|089|20260114|00:00|0.0656||||QX|LJ|||||||||.00356|
RD|I|40|109|1037|12110|7|7|003|089|20260121|00:00|0.108||||QX|LJ|||||||||.00352|
RD|I|40|109|1037|12110|7|7|003|089|20260126|00:00|0.310||||QX|LJ|||||||||.0033|
RD|I|40|109|1037|12110|7|7|003|089|20260131|00:00||AF||||||||||||||
RD|I|40|109|1037|12110|7|7|003|089|20260201|00:00|0.0806||||||||||||||.00348|
RD|I|40|109|1037|12110|7|7|003|089|20260207|00:00|0.0960||||||||||||||.00359|
RD|I|40|109|1037|12110|7|7|003|089|20260213|00:00|0.188||||||||||||||.00368|
RD|I|40|109|1037|12110|7|7|003|089|20260219|00:00|0.252||||QX|LJ|||||||||.0037|
RD|I|40|109|1037|12110|7|7|003|089|20260225|00:00|0.127||||||||||||||.00373|
RD|I|40|109|1037|12110|7|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12110|7|7|003|089|20260309|00:00|0.131||||QX|LJ|||||||||.0037|
RD|I|40|109|1037|12110|7|7|003|089|20260315|00:00|0.634||||QX|LJ|||||||||.00361|
RD|I|40|109|1037|12110|7|7|003|089|20260321|00:00|0.188||||||||||||||.00373|
RD|I|40|109|1037|12110|7|7|003|089|20260327|00:00|0.129||||||||||||||.00351|
RD|I|40|109|1037|12112|6|7|003|089|20260102|00:00|1.87||||SQ|FB|||||||||1.71|
RD|I|40|109|1037|12112|6|7|003|089|20260108|00:00|1.58||||MD|FB|||||||||1.72|
RD|I|40|109|1037|12112|6|7|003|089|20260114|00:00|1.35||||MD|FB|||||||||1.65|
RD|I|40|109|1037|12112|6|7|003|089|20260121|00:00|1.81||||SQ|FB|||||||||1.66|
RD|I|40|109|1037|12112|6|7|003|089|20260126|00:00|1.29||||MD|FB|||||||||1.52|
RD|I|40|109|1037|12112|6|7|003|089|20260201|00:00|1.38||||MD|FB|||||||||1.64|
RD|I|40|109|1037|12112|6|7|003|089|20260207|00:00|1.49||||MD|FB|||||||||1.69|
RD|I|40|109|1037|12112|6|7|003|089|20260213|00:00|1.95||||SQ|FB|||||||||1.69|
RD|I|40|109|1037|12112|6|7|003|089|20260219|00:00|2.37||||SQ|FB|||||||||1.71|
RD|I|40|109|1037|12112|6|7|003|089|20260225|00:00|1.92||||SQ||||||||||1.72|
RD|I|40|109|1037|12112|6|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12112|6|7|003|089|20260309|00:00|1.85||||SQ||||||||||1.75|
RD|I|40|109|1037|12112|6|7|003|089|20260315|00:00|2.31||||SQ||||||||||1.44|
RD|I|40|109|1037|12112|6|7|003|089|20260321|00:00|2.58||||SQ||||||||||2.58|
RD|I|40|109|1037|12112|6|7|003|089|20260327|00:00|2.17||||MD||||||||||2.25|
RD|I|40|109|1037|12112|7|7|003|089|20260102|00:00|2.10||||SQ||||||||||1.76|
RD|I|40|109|1037|12112|7|7|003|089|20260108|00:00|1.63||||MD||||||||||1.78|
RD|I|40|109|1037|12112|7|7|003|089|20260114|00:00|1.53||||MD||||||||||1.69|
RD|I|40|109|1037|12112|7|7|003|089|20260121|00:00|1.85||||SQ||||||||||1.67|
RD|I|40|109|1037|12112|7|7|003|089|20260126|00:00|1.29||||MD||||||||||1.56|
RD|I|40|109|1037|12112|7|7|003|089|20260131|00:00||AF||||||||||||||
RD|I|40|109|1037|12112|7|7|003|089|20260201|00:00|1.42||||MD||||||||||1.65|
RD|I|40|109|1037|12112|7|7|003|089|20260207|00:00|1.55||||MD||||||||||1.7|
RD|I|40|109|1037|12112|7|7|003|089|20260213|00:00|1.98||||SQ||||||||||1.74|
RD|I|40|109|1037|12112|7|7|003|089|20260219|00:00|2.02||||SQ||||||||||1.75|
RD|I|40|109|1037|12112|7|7|003|089|20260225|00:00|2.09||||SQ||||||||||1.77|
RD|I|40|109|1037|12112|7|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12112|7|7|003|089|20260309|00:00|1.63||||MD||||||||||1.75|
RD|I|40|109|1037|12112|7|7|003|089|20260315|00:00|3.03||||SQ||||||||||1.71|
RD|I|40|109|1037|12112|7|7|003|089|20260321|00:00|2.09||||SQ||||||||||1.77|
RD|I|40|109|1037|12112|7|7|003|089|20260327|00:00|1.65||||MD||||||||||1.66|
RD|I|40|109|1037|12128|6|7|003|089|20260102|00:00|2.55||||FB||||||||||.0907|
RD|I|40|109|1037|12128|6|7|003|089|20260108|00:00|1.06||||FB||||||||||.0913|
RD|I|40|109|1037|12128|6|7|003|089|20260114|00:00|0.647||||QX|FB|||||||||.0873|
RD|I|40|109|1037|12128|6|7|003|089|20260121|00:00|1.52||||FB||||||||||.0882|
RD|I|40|109|1037|12128|6|7|003|089|20260126|00:00|2.59||||||||||||||.0808|
RD|I|40|109|1037|12128|6|7|003|089|20260201|00:00|1.24||||FB||||||||||.087|
RD|I|40|109|1037|12128|6|7|003|089|20260207|00:00|1.71||||FB||||||||||.0895|
RD|I|40|109|1037|12128|6|7|003|089|20260213|00:00|3.56||||FB||||||||||.0894|
RD|I|40|109|1037|12128|6|7|003|089|20260219|00:00|1.92||||FB||||||||||.0906|
RD|I|40|109|1037|12128|6|7|003|089|20260225|00:00|2.42||||FB||||||||||.0913|
RD|I|40|109|1037|12128|6|7|003|089|20260302|00:00||AQ||||||||||||||
RD|I|40|109|1037|12128|6|7|003|089|20260309|00:00|1.77||||FB||||||||||.0927|
RD|I|40|109|1037|12128|6|7|003|089|20260315|00:00|2.80||||QX|FB|||||||||.0765|
RD|I|40|109|1037|12128|6|7|003|089|20260321|00:00|2.75||||FB||||||||||.137|
RD|I|40|109|1037|12128|6|7|003|089|20260327|00:00|2.75||||FB||||||||||.119|
RD|I|40|109|1037|12128|7|7|003|089|20260102|00:00|2.48||||||||||||||.0934|
RD|I|40|109|1037|12128|7|7|003|089|20260108|00:00|1.16||||||||||||||.0943|
RD|I|40|109|1037|12128|7|7|003|089|20260114|00:00|0.830||||QX||||||||||.0894|
RD|I|40|109|1037|12128|7|7|003|089|20260121|00:00|1.39||||||||||||||.0883|
