# RD,State Code,County Code,Site ID,Parameter Code,Parameter,Parameter Abbreviation,Parameter Alternate Name,CAS Number,POC,Sample Duration,Unit Code,Units,Method Code,Date,Start Time,Sample Value,Null Data Code,Sampling Frequency,Qualifier - 1,Qualifier - 2,Qualifier - 3,Alternate Method Detectable Limit,Makeup Sample,Standard Units,Still Valid,Round or Truncate,MAAC ppb,MAAC ug/m3,Type
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2022-12-19,1900-01-01,0.145,,,SQ,,,0.0854,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2022-12-31,1900-01-01,0.102,,,SQ,,,0.0838,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,7,7,3,Nanograms/cubic meter (25 C),89,2022-12-13,1900-01-01,0.061,,,MD,,,0.08,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-01-06,1900-01-01,0.131,,,SQ,,,0.0845,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-01-12,1900-01-01,0.0763,,,MD,,,0.0793,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-01-18,1900-01-01,0.128,,,SQ,,,0.0863,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-01-24,1900-01-01,0.246,,,SQ,,,0.0811,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-01-30,1900-01-01,0.0882,,,SQ,,,0.0773,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-02-05,1900-01-01,0.0727,,,MD,,,0.0811,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-02-11,1900-01-01,0.101,,,SQ,,,0.081,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-02-17,1900-01-01,0.0358,,,MD,,,0.0788,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-02-23,1900-01-01,0.0783,,,SQ,,,0.0751,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-03-01,1900-01-01,0.156,,,SQ,,,0.0864,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-03-07,1900-01-01,0.125,,,SQ,,,0.0848,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-03-13,1900-01-01,0.0728,,,MD,,,0.0818,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-03-19,1900-01-01,0.0584,,,MD,,,0.0795,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-03-25,1900-01-01,0.131,,,SQ,,,0.085,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-03-31,1900-01-01,0.308,,,QX,,,0.0891,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-04-06,1900-01-01,0.0707,,,MD,,,0.0833,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-04-12,1900-01-01,0.186,,,SQ,,,0.0874,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-04-18,1900-01-01,0.252,,,SQ,,,0.0898,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-04-24,1900-01-01,0.108,,,SQ,,,0.0969,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-04-30,1900-01-01,0.0899,,,MD,,,0.0989,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-05-06,1900-01-01,0.125,,,SQ,,,0.102,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-05-12,1900-01-01,0.234,,,SQ,,,0.0921,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-05-18,1900-01-01,0.105,,,SQ,,,0.0894,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-05-24,1900-01-01,0.206,,,SQ,,,0.0905,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-05-30,1900-01-01,0.229,,,SQ,,,0.0924,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-06-05,1900-01-01,0.136,,,SQ,,,0.0916,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-06-11,1900-01-01,0.0923,,,MD,,,0.0929,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-06-17,1900-01-01,0.0976,,,SQ,,,0.0922,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-06-23,1900-01-01,0.0949,,,SQ,,,0.0928,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-06-29,1900-01-01,0.0767,,,MD,,,0.0961,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-07-05,1900-01-01,0.0538,,,MD,,,0.0963,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-07-11,1900-01-01,0.0414,,,MD,,,0.0959,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-07-17,1900-01-01,0.088,,,MD,,,0.0974,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-07-23,1900-01-01,0.123,,,SQ,,,0.0952,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-07-29,1900-01-01,0.0684,,,MD,,,0.0978,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-08-04,1900-01-01,0.051,,,MD,LJ,,0.0985,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-08-10,1900-01-01,0.0419,,,MD,LJ,,0.0923,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-08-16,1900-01-01,0.072,,,MD,LJ,,0.0919,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-08-22,1900-01-01,0.131,,,SQ,,,0.0951,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-08-28,1900-01-01,0.0799,,,MD,,,0.0903,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-09-03,1900-01-01,0.124,,,SQ,,,0.0926,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-09-09,1900-01-01,0.182,,,SQ,,,0.0914,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-09-19,1900-01-01,0.139,,,SQ,,,0.0907,True,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-09-21,1900-01-01,0.0736,,,MD,,,0.0886,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-09-27,1900-01-01,0.107,,,SQ,,,0.0912,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-10-03,1900-01-01,0.137,,,SQ,LJ,,0.0638,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-10-09,1900-01-01,0.0874,,,SQ,LJ,,0.0571,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-10-15,1900-01-01,0.0469,,,MD,LJ,,0.0539,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-10-21,1900-01-01,0.125,,,SQ,LJ,,0.0581,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-10-27,1900-01-01,0.103,,,SQ,,,0.0547,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-11-02,1900-01-01,0.0898,,,SQ,,,0.0535,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-11-08,1900-01-01,0.117,,,SQ,,,0.0571,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-11-14,1900-01-01,0.135,,,SQ,,,0.0549,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-11-20,1900-01-01,0.107,,,SQ,,,0.0549,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-11-26,1900-01-01,0.0553,,,SQ,,,0.0514,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-12-02,1900-01-01,0.0741,,,SQ,,,0.0535,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-12-08,1900-01-01,0.0692,,,SQ,,,0.0559,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-12-14,1900-01-01,0.158,,,SQ,,,0.0539,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-12-20,1900-01-01,0.116,,,SQ,,,0.0544,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2023-12-26,1900-01-01,0.0233,,,MD,,,0.0532,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,7,7,3,Nanograms/cubic meter (25 C),89,2023-09-15,1900-01-01,0.117,,,SQ,,,0.0923,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-01-01,1900-01-01,0.0603,,,SQ,,,0.0515,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-01-07,1900-01-01,0.119,,,SQ,,,0.0532,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-01-13,1900-01-01,0.251,,,,,,0.0499,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-01-19,1900-01-01,0.076,,,SQ,,,0.0492,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-01-25,1900-01-01,0.066,,,SQ,,,0.0534,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-01-31,1900-01-01,0.26,,,,,,0.0543,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-02-06,1900-01-01,0.442,,,QX,LJ,,0.0551,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-02-12,1900-01-01,0.0356,,,MD,,,0.054,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-02-18,1900-01-01,0.0586,,,SQ,,,0.0543,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-02-24,1900-01-01,0.11,,,SQ,,,0.0565,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-03-01,1900-01-01,0.162,,,SQ,,,0.0557,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-03-07,1900-01-01,0.19,,,,,,0.0588,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-03-13,1900-01-01,0.26,,,,,,0.0601,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-03-19,1900-01-01,0.104,,,SQ,,,0.0568,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-03-25,1900-01-01,0.0642,,,MD,DI,,0.115,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-04-06,1900-01-01,0.389,,,,,,0.0603,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-04-12,1900-01-01,0.107,,,SQ,,,0.0585,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-04-18,1900-01-01,0.201,,,,,,0.0599,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-04-24,1900-01-01,0.16,,,SQ,,,0.0594,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-04-30,1900-01-01,0.197,,,,,,0.062,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-05-06,1900-01-01,0.244,,,,,,0.0616,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-05-12,1900-01-01,0.104,,,SQ,,,0.0598,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-05-18,1900-01-01,0.184,,,SQ,,,0.0631,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-05-24,1900-01-01,0.457,,,QX,LJ,,0.0635,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-05-30,1900-01-01,0.0752,,,SQ,,,0.0597,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-06-05,1900-01-01,0.0728,,,SQ,,,0.0649,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-06-11,1900-01-01,0.191,,,SQ,,,0.0654,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-06-17,1900-01-01,0.234,,,,,,0.0678,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-06-29,1900-01-01,0.0954,,,SQ,,,0.0634,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-07-05,1900-01-01,0.0704,,,SQ,,,0.0639,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-07-11,1900-01-01,0.126,,,SQ,,,0.0641,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-07-17,1900-01-01,0.0495,,,MD,,,0.0624,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-07-23,1900-01-01,0.0974,,,SQ,,,0.0621,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-07-29,1900-01-01,0.0706,,,SQ,,,0.0646,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-08-04,1900-01-01,0.147,,,SQ,,,0.0662,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-08-10,1900-01-01,0.102,,,SQ,,,0.0623,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-08-16,1900-01-01,0.247,,,,,,0.0673,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-08-22,1900-01-01,0.146,,,SQ,,,0.0634,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-09-05,1900-01-01,0.0897,,,SQ,,,0.0637,True,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-09-09,1900-01-01,0.144,,,SQ,,,0.0624,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-09-15,1900-01-01,0.125,,,SQ,,,0.0657,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-09-21,1900-01-01,0.129,,,SQ,,,0.0666,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-09-27,1900-01-01,2.05,,,,,,0.0627,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
RD,40,109,1037,12110,Cadmium (TSP) STP,CD,,7440-43-9,6,7,3,Nanograms/cubic meter (25 C),89,2024-10-03,1900-01-01,0.107,,,SQ,,,0.0645,False,Micrograms/cubic meter (25 C),YES,R,,0.06,Carcinogen
