# RD,State Code,County Code,Site ID,Parameter Code,Parameter,Parameter Abbreviation,Parameter Alternate Name,CAS Number,POC,Sample Duration,Unit Code,Units,Method Code,Date,Start Time,Sample Value,Null Data Code,Sampling Frequency,Qualifier - 1,Qualifier - 2,Qualifier - 3,Alternate Method Detectable Limit,Makeup Sample,Standard Units,Still Valid,Round or Truncate,MAAC ppb,MAAC ug/m3,Type
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-03-31,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-04-06,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-04-12,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-04-18,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-04-24,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-04-30,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-05-06,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-05-12,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-05-18,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-05-24,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-05-30,1900-01-01,0.0004,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-06-05,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-06-11,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-06-17,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-06-23,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-06-29,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-07-05,1900-01-01,0.0005,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-07-11,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-07-17,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-07-23,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-07-29,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-08-04,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-08-10,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-08-16,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-08-22,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-08-28,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-09-03,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-09-09,1900-01-01,0.0011,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-09-15,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-09-21,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-09-27,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-10-03,1900-01-01,0.0,,,ND,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-10-09,1900-01-01,0.001,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-10-15,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-10-21,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-10-27,1900-01-01,0.0012,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-11-02,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-11-08,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-11-14,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-11-20,1900-01-01,0.0,,,ND,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-11-26,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-12-02,1900-01-01,0.0002,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-12-08,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-12-14,1900-01-01,0.0003,,,MD,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-12-20,1900-01-01,0.0004,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2023-12-26,1900-01-01,0.0009,,,MD,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-01-01,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-01-07,1900-01-01,0.0003,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-01-13,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-01-19,1900-01-01,0.0018,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-01-25,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-01-31,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-02-12,1900-01-01,0.0,,,ND,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-02-18,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-02-24,1900-01-01,0.0004,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-03-01,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-03-07,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-03-13,1900-01-01,0.0003,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-03-19,1900-01-01,0.0003,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-03-25,1900-01-01,0.001,,,MD,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-03-31,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-04-06,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-04-12,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-04-18,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-04-24,1900-01-01,0.0,,,ND,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-04-30,1900-01-01,0.0009,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-05-06,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-05-12,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-05-18,1900-01-01,0.0005,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-05-24,1900-01-01,0.0,,,HT,ND,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-05-30,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-06-05,1900-01-01,0.0,,,ND,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-06-11,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-06-17,1900-01-01,0.0006,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-06-23,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-06-29,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-07-05,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-07-11,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-07-19,1900-01-01,0.0,,,ND,,,0.019,True,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-07-23,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-07-29,1900-01-01,0.0,,,ND,XC,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-08-04,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-08-10,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-08-16,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-08-22,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-08-28,1900-01-01,0.0,,,HT,ND,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-09-05,1900-01-01,0.0003,,,MD,,,0.019,True,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-09-09,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-09-15,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-09-21,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-09-27,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-10-09,1900-01-01,0.0004,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-10-15,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-10-21,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-11-20,1900-01-01,0.0006,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-11-26,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-12-02,1900-01-01,0.0004,,,MD,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
RD,40,109,1037,43818,"1,1,2,2-Tetrachloroethane",4CLET,"Ethane,1,1,2,2-tetrachloro-",79-34-5,6,7,8,Parts per billion,149,2024-12-08,1900-01-01,0.0,,,ND,,,0.019,False,Parts per billion Carbon,YES,R,0.3,2,Carcinogen
