Parameter,Parameter Code,Method Code (no format),Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
o-Ethyltoluene,45211,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,124,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Ethyltoluene,45211,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
o-Ethyltoluene,45211,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
o-Ethyltoluene,45211,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,3.57181,-3.57181,,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Ethyltoluene,45211,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Ethyltoluene,45211,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Ethyltoluene,45211,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,92,092,Continuous,Tenax/GR/Trap,Thermal Desorber GC/PID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,106,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,1.6,-1.6,,1,R,Parts per billion Carbon
o-Xylene,45204,108,108,Intermittent,TEDLAR-BAG-24-HR-SAMPLE,GC PHOTOIONIZATION DETECTOR,,,,0.8,-0.8,,3,R,Parts per billion Carbon
o-Xylene,45204,109,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.8,-0.8,,2,R,Parts per billion Carbon
o-Xylene,45204,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,113,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
o-Xylene,45204,116,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
o-Xylene,45204,117,117,Intermittent,TENAX SORBENT CARTRIDGE,GC/MS,,,,0.8,-0.8,,1,R,Parts per billion Carbon
o-Xylene,45204,118,118,Intermittent,TENAX SORBENT CARTRIDGE,GC-FID/ECD,,,,0.08,-0.08,,3,R,Parts per billion Carbon
o-Xylene,45204,119,119,Intermittent,PERSONAL PUMP MOLECULAR SIEVE,GC/MS,,,,0.08,-0.08,,2,R,Parts per billion Carbon
o-Xylene,45204,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
o-Xylene,45204,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
o-Xylene,45204,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
o-Xylene,45204,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,134,134,Continuous,Semi-Continuous Analyzer,GC/PID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.72,-0.72,,2,R,Parts per billion Carbon
o-Xylene,45204,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,1.87895,-1.87895,,4,R,Parts per billion Carbon
o-Xylene,45204,144,144,Intermittent,"3 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,145,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.74,-0.74,,2,R,Parts per billion Carbon
o-Xylene,45204,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,151,151,Intermittent,6L PRESSURIZED CANISTER,CAPILLARY GC-ECD/PID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,153,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.4,-0.4,,2,R,Parts per billion Carbon
o-Xylene,45204,168,168,Intermittent,6L PRESSURIZED CANISTER,PACKED COLUMN GC - ECD/PID,,,,0.8,-0.8,,2,R,Parts per billion Carbon
o-Xylene,45204,169,169,Intermittent,TEDLAR BAG,PACKED COLUMN GC - ECD/PID,,,,0.8,-0.8,,2,R,Parts per billion Carbon
o-Xylene,45204,171,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,172,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
o-Xylene,45204,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.16,-0.16,,2,R,Parts per billion Carbon
o-Xylene,45204,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
o-Xylene,45204,210,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.16,-0.16,,3,R,Parts per billion Carbon
o-Xylene,45204,211,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.96,-0.96,,2,R,Parts per billion Carbon
o-Xylene,45204,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
o-Xylene,45204,903,903,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1501,,,,4.47,-4.47,,2,R,Parts per billion Carbon
o-Xylene,45204,908,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,1.02,-1.02,,2,R,Parts per billion Carbon
p-Diethylbenzene,45219,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,116,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
p-Diethylbenzene,45219,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,124,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
p-Diethylbenzene,45219,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
p-Diethylbenzene,45219,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
p-Diethylbenzene,45219,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,1.87871,-1.87871,,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
p-Diethylbenzene,45219,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Diethylbenzene,45219,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Diethylbenzene,45219,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Ethyltoluene,45213,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.9,-0.9,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,113,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,116,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,29.4,-29.4,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,124,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,3.295,-3.295,,4,R,Parts per billion Carbon
p-Ethyltoluene,45213,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.02,-0.02,,2,R,Parts per billion Carbon
p-Ethyltoluene,45213,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
p-Ethyltoluene,45213,210,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.18,-0.18,,3,R,Parts per billion Carbon
p-Ethyltoluene,45213,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
p-Ethyltoluene,45213,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
